"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.421766024E1,-6.102544069E-1,2.984076738E-1,-6.855435371E-1
1.421981043E1,-6.214026809E-1,3.266601861E-1,-7.023423314E-1
1.422195770E1,-6.276640296E-1,3.575088978E-1,-7.189884186E-1
1.422409844E1,-6.363688707E-1,3.857614100E-1,-7.370089293E-1
1.422626226E1,-6.401867867E-1,4.129449129E-1,-7.562511563E-1
1.422840923E1,-6.426302195E-1,4.401284158E-1,-7.765624523E-1
1.423055154E1,-6.464481354E-1,4.659374654E-1,-7.970264554E-1
1.423271468E1,-6.478226185E-1,4.882340431E-1,-8.213083148E-1
1.423486401E1,-6.479753256E-1,5.093088746E-1,-8.442157507E-1
1.423701832E1,-6.469063163E-1,5.242751241E-1,-8.697193861E-1
1.423916486E1,-6.481280327E-1,5.380195379E-1,-8.952230215E-1
1.424131525E1,-6.482807398E-1,5.505422950E-1,-9.231700897E-1
1.424346477E1,-6.484334469E-1,5.630650520E-1,-9.523389339E-1
1.424561664E1,-6.472117305E-1,5.719226003E-1,-9.815077186E-1
1.424776706E1,-6.473644376E-1,5.795583725E-1,-1.010829210E0
1.424991548E1,-6.475171447E-1,5.861251950E-1,-1.042441487E0
1.425205485E1,-6.464481354E-1,5.974262357E-1,-1.075275540E0
1.425421836E1,-6.464481354E-1,6.050620079E-1,-1.108109593E0
1.425636864E1,-6.441574097E-1,6.165157557E-1,-1.141096234E0
1.425852260E1,-6.430884004E-1,6.265950203E-1,-1.173930287E0
1.426066987E1,-6.407976151E-1,6.378960609E-1,-1.206764340E0
1.426282071E1,-6.348416805E-1,6.517932415E-1,-1.237154841E0
1.426497219E1,-6.323982477E-1,6.655376554E-1,-1.271210551E0
1.426712224E1,-6.264423132E-1,6.843217611E-1,-1.302822828E0
1.426927181E1,-6.229298115E-1,7.017314434E-1,-1.333060622E0
1.427142193E1,-6.181956530E-1,7.203628421E-1,-1.363451242E0
1.427357245E1,-6.110179424E-1,7.415903807E-1,-1.395063519E0
1.427572310E1,-6.026185751E-1,7.602217793E-1,-1.422857881E0
1.427787372E1,-5.954409242E-1,7.838928103E-1,-1.450804949E0
1.428002477E1,-5.845980644E-1,8.061894178E-1,-1.478599310E0
1.428217618E1,-5.736024380E-1,8.272642493E-1,-1.505324721E0
1.428432617E1,-5.627595782E-1,8.509352803E-1,-1.530675530E0
1.428647120E1,-5.506950021E-1,8.707883954E-1,-1.551292300E0
1.428860708E1,-5.361869931E-1,8.894197941E-1,-1.570687294E0
1.429077630E1,-5.203045011E-1,9.066767693E-1,-1.588860512E0
1.429292690E1,-5.045747161E-1,9.216429591E-1,-1.604743004E0
1.429508222E1,-4.862487316E-1,9.315695167E-1,-1.618029356E0
1.429722829E1,-4.691445231E-1,9.416487813E-1,-1.629024863E0
1.429937904E1,-4.485278130E-1,9.479101300E-1,-1.637577057E0
1.430152997E1,-4.289801121E-1,9.529497623E-1,-1.642463923E0
1.430367937E1,-4.082106948E-1,9.541715384E-1,-1.644907355E0
1.430582681E1,-3.849978149E-1,9.518807530E-1,-1.646281838E0
1.430796813E1,-3.617849350E-1,9.494373202E-1,-1.645212770E0
1.431013109E1,-3.371976018E-1,9.421069026E-1,-1.640478611E0
1.431228139E1,-3.103195429E-1,9.323330522E-1,-1.633453608E0
1.431443497E1,-2.834414840E-1,9.201157689E-1,-1.625054240E0
1.431658252E1,-2.551889420E-1,9.053022861E-1,-1.615585804E0
1.431873374E1,-2.269364446E-1,8.869763613E-1,-1.602452278E0
1.432088320E1,-1.963931769E-1,8.636107445E-1,-1.589471340E0
1.432303370E1,-1.644754708E-1,8.402451277E-1,-1.573894262E0
1.432518391E1,-1.313360333E-1,8.107708693E-1,-1.556026459E0
1.432733458E1,-9.575312585E-2,7.837401032E-1,-1.539380431E0
1.432948524E1,-6.139195710E-2,7.530441284E-1,-1.521512628E0
1.433163591E1,-2.458732575E-2,7.211264372E-1,-1.503797531E0
1.433378633E1,1.466076635E-2,6.904304624E-1,-1.487151384E0
1.433593768E1,5.009094998E-2,6.646214128E-1,-1.472948790E0
1.433808699E1,8.811730891E-2,6.377432942E-1,-1.457524419E0
1.434023760E1,1.261436790E-1,6.032294035E-1,-1.439656615E0
1.434238780E1,1.702786833E-1,5.641340613E-1,-1.424385071E0
1.434453849E1,2.095267773E-1,5.210680366E-1,-1.406822681E0
1.434668855E1,2.548835278E-1,4.805982411E-1,-1.389107585E0
1.434883456E1,2.977968156E-1,4.425718784E-1,-1.375057697E0
1.435097815E1,3.407101035E-1,4.071416855E-1,-1.363451242E0
1.435314150E1,3.848451078E-1,3.691153228E-1,-1.355357289E0
1.435528827E1,4.289801121E-1,3.349068761E-1,-1.347416043E0
1.435743118E1,4.731151462E-1,2.994766831E-1,-1.341918230E0
1.435959177E1,5.195409060E-1,2.628247738E-1,-1.337642193E0
1.436174232E1,5.661193728E-1,2.273945808E-1,-1.337031364E0
1.436389616E1,6.126978397E-1,1.931861341E-1,-1.336267710E0
1.436604326E1,6.579018831E-1,1.601994038E-1,-1.338100314E0
1.436819399E1,7.069237828E-1,1.273654103E-1,-1.339932919E0
1.437034527E1,7.533495426E-1,9.804387391E-2,-1.345278025E0
1.437249472E1,8.035932183E-1,6.765332818E-2,-1.351844788E0
1.437464529E1,8.536841869E-1,4.214970022E-2,-1.361007810E0
1.437679572E1,8.990409374E-1,1.786780916E-2,-1.370018005E0
1.437894608E1,9.491318464E-1,-5.192354787E-3,-1.380097270E0
1.438109676E1,9.955576062E-1,-2.809980139E-2,-1.393994451E0
1.438324737E1,1.043205142E0,-4.627304152E-2,-1.406669974E0
1.438539817E1,1.089630842E0,-6.307183951E-2,-1.422857881E0
1.438754913E1,1.134834886E0,-7.757988572E-2,-1.440267563E0
1.438969651E1,1.180038929E0,-9.071348608E-2,-1.460120678E0
1.439184076E1,1.225242972E0,-1.038470939E-1,-1.482569933E0
1.439399919E1,1.266781807E0,-1.107193232E-1,-1.507157326E0
1.439614984E1,1.309542418E0,-1.165225431E-1,-1.533119082E0
1.439830264E1,1.350928545E0,-1.198823079E-1,-1.558928132E0
1.440045110E1,1.390023828E0,-1.194241568E-1,-1.588402390E0
1.440260174E1,1.431409955E0,-1.201877370E-1,-1.619098306E0
1.440475321E1,1.469283581E0,-1.136209369E-1,-1.649641633E0
1.440690236E1,1.508226275E0,-1.082758680E-1,-1.682780981E0
1.440905290E1,1.543503761E0,-9.926560521E-2,-1.715767741E0
1.441120305E1,1.578933954E0,-8.918632567E-2,-1.747532725E0
1.441335381E1,1.611768007E0,-7.513642311E-2,-1.782962918E0
1.441550433E1,1.643380284E0,-6.383541971E-2,-1.814575195E0
1.441765519E1,1.673770785E0,-4.978551716E-2,-1.850005388E0
1.441980712E1,1.700496078E0,-3.466660157E-2,-1.882992148E0
1.442195614E1,1.727374196E0,-1.710422710E-2,-1.915826082E0
1.442409336E1,1.752877831E0,-3.359758761E-3,-1.948660135E0
1.442625686E1,1.778381467E0,1.175915636E-2,-1.979203343E0
1.442840644E1,1.802663326E0,2.321287990E-2,-2.008524895E0
1.443056084E1,1.820989251E0,3.573561832E-2,-2.040137291E0
1.443270491E1,1.841606021E0,4.718934000E-2,-2.068237066E0
1.443484914E1,1.857335806E0,5.604688451E-2,-2.093740702E0
1.443702324E1,1.871996522E0,6.612616032E-2,-2.118175268E0
1.443916059E1,1.886504650E0,7.376197726E-2,-2.141388178E0
1.444131299E1,1.898721933E0,8.139779419E-2,-2.165669918E0
1.444345602E1,1.910786510E0,8.521570265E-2,-2.185217619E0
1.444561073E1,1.919338584E0,9.162978828E-2,-2.205987215E0
1.444776140E1,1.927737951E0,9.560041130E-2,-2.225534916E0
1.444991222E1,1.933846593E0,9.941831976E-2,-2.241417408E0
1.445206260E1,1.938733578E0,1.020144969E-1,-2.259743214E0
1.445421320E1,1.939802527E0,1.046106741E-1,-2.276694775E0
1.445636442E1,1.944689512E0,1.047633886E-1,-2.291508198E0
1.445851412E1,1.945911288E0,1.061378345E-1,-2.306016207E0
1.446066447E1,1.944536805E0,1.038470939E-1,-2.317164660E0
1.446281458E1,1.943315029E0,1.027780771E-1,-2.329381943E0
1.446496519E1,1.938428164E0,1.015563458E-1,-2.339155674E0
1.446711575E1,1.934762955E0,1.029307917E-1,-2.349998713E0
1.446926627E1,1.928654313E0,1.029307917E-1,-2.356107235E0
1.447141370E1,1.921323895E0,1.017090604E-1,-2.362215996E0
1.447355201E1,1.913840771E0,1.029307917E-1,-2.365881205E0
1.447570136E1,1.902845263E0,1.029307917E-1,-2.369393587E0
1.447785183E1,1.890627980E0,1.041525230E-1,-2.370615244E0
1.448000537E1,1.880854130E0,1.065959856E-1,-2.370615244E0
1.448215596E1,1.866193295E0,1.090394482E-1,-2.368019104E0
1.448430573E1,1.855197787E0,1.113301888E-1,-2.364353895E0
1.448645748E1,1.839315295E0,1.125519201E-1,-2.359314203E0
1.448860890E1,1.824654460E0,1.185078546E-1,-2.355496407E0
1.449076262E1,1.807550311E0,1.244637966E-1,-2.345722437E0
1.449292493E1,1.792889476E0,1.293507218E-1,-2.338239431E0
1.449507490E1,1.774563551E0,1.377501190E-1,-2.328312874E0
1.449722536E1,1.756237626E0,1.437060535E-1,-2.317164660E0
1.449937310E1,1.737911582E0,1.533271819E-1,-2.304794550E0
1.450152437E1,1.715920448E0,1.617265791E-1,-2.292424440E0
1.450367420E1,1.696525455E0,1.725694388E-1,-2.276236534E0
1.450582467E1,1.674534321E0,1.821905524E-1,-2.262644768E0
1.450797559E1,1.651321530E0,1.928807050E-1,-2.246609688E0
1.451012689E1,1.630552053E0,2.049452960E-1,-2.230421782E0
1.451227972E1,1.604895711E0,2.170098722E-1,-2.214386463E0
1.451441634E1,1.580461144E0,2.301434875E-1,-2.194533348E0
1.451657671E1,1.553583026E0,2.434297949E-1,-2.176054716E0
1.451872570E1,1.529148459E0,2.579378486E-1,-2.157423258E0
1.452088008E1,1.502270341E0,2.722931802E-1,-2.137570143E0
1.452302848E1,1.476613998E0,2.892446816E-1,-2.117717028E0
1.452517969E1,1.448514223E0,3.084869385E-1,-2.096642256E0
1.452732903E1,1.421636105E0,3.254384696E-1,-2.076789141E0
1.452947958E1,1.395979762E0,3.507893682E-1,-2.054492474E0
1.453162985E1,1.366658211E0,3.714060783E-1,-2.032196045E0
1.453378058E1,1.334893227E0,3.882048726E-1,-2.009899378E0
1.453593122E1,1.306946158E0,4.050036669E-1,-1.985159278E0
1.453808179E1,1.280068159E0,4.243986309E-1,-1.962862730E0
1.454023247E1,1.250746608E0,4.424191415E-1,-1.940566182E0
1.454238033E1,1.221425056E0,4.618141353E-1,-1.918269634E0
1.454452010E1,1.189660072E0,4.834998548E-1,-1.893376827E0
1.454668393E1,1.164003730E0,5.027421117E-1,-1.871080279E0
1.454883366E1,1.133460522E0,5.184718966E-1,-1.847561955E0
1.455098757E1,1.104138970E0,5.340489149E-1,-1.822821856E0
1.455313478E1,1.072373986E0,5.471825600E-1,-1.798234582E0
1.455528411E1,1.044274092E0,5.590944290E-1,-1.775938034E0
1.455743015E1,1.016327024E0,5.722280145E-1,-1.753794074E0
1.455958746E1,9.882272482E-1,5.804746747E-1,-1.729054093E0
1.456173675E1,9.589056969E-1,5.913175344E-1,-1.706910253E0
1.456388875E1,9.295842052E-1,5.995642543E-1,-1.684613585E0
1.456603670E1,9.040805697E-1,6.078109145E-1,-1.663691521E0
1.456818516E1,8.759807348E-1,6.136141419E-1,-1.641547680E0
1.457033901E1,8.503243923E-1,6.183483601E-1,-1.620625496E0
1.457248943E1,8.210029006E-1,6.191119552E-1,-1.597259879E0
1.457464091E1,7.942775488E-1,6.238461137E-1,-1.576337814E0
1.457679118E1,7.686212063E-1,6.223189831E-1,-1.556790113E0
1.457894075E1,7.429648638E-1,6.220135093E-1,-1.533424497E0
1.458109136E1,7.199047208E-1,6.204863787E-1,-1.512655020E0
1.458324118E1,6.930266023E-1,6.165157557E-1,-1.489442229E0
1.458539198E1,6.687447429E-1,6.149885654E-1,-1.468520045E0
1.458754248E1,6.455318332E-1,6.110179424E-1,-1.445307136E0
1.458969320E1,6.224716902E-1,6.046038866E-1,-1.422094345E0
1.459184381E1,5.992587805E-1,5.994115472E-1,-1.398881435E0
1.459399497E1,5.786421299E-1,5.917757154E-1,-1.374446750E0
1.459614550E1,5.566509366E-1,5.841398835E-1,-1.350012183E0
1.459829632E1,5.360342264E-1,5.777258277E-1,-1.324355841E0
1.460043402E1,5.140430927E-1,5.662720799E-1,-1.297477722E0
1.460259589E1,4.958698750E-1,5.586362481E-1,-1.270599723E0
1.460474580E1,4.764748812E-1,5.510004759E-1,-1.242652655E0
1.460690257E1,4.581489265E-1,5.419901609E-1,-1.213331103E0
1.460905904E1,4.411974251E-1,5.306891799E-1,-1.182787776E0
1.461119873E1,4.242459238E-1,5.229006410E-1,-1.153466344E0
1.461334823E1,4.071416855E-1,5.115996599E-1,-1.123075724E0
1.461549584E1,3.938553631E-1,5.051855445E-1,-1.091310740E0
1.461764897E1,3.805690408E-1,4.949535728E-1,-1.058476806E0
1.461979965E1,3.648392558E-1,4.810563922E-1,-1.026711702E0
1.462195028E1,3.526219726E-1,4.709770977E-1,-9.926560521E-1
1.462410108E1,3.417791128E-1,4.583016634E-1,-9.598219991E-1
1.462625257E1,3.297145069E-1,4.444044530E-1,-9.256135821E-1
1.462840255E1,3.213151097E-1,4.294382632E-1,-8.903360963E-1
1.463055212E1,3.116939962E-1,4.130976200E-1,-8.550586104E-1
1.463270222E1,3.032945991E-1,3.955352604E-1,-8.185594082E-1
1.463485283E1,2.948952019E-1,3.779728711E-1,-7.809911966E-1
1.463700349E1,2.864958048E-1,3.579670191E-1,-7.420485616E-1
1.463915403E1,2.805398703E-1,3.367394805E-1,-7.044803500E-1
1.464130481E1,2.745839357E-1,3.130684495E-1,-6.655376554E-1
1.464345704E1,2.674062550E-1,2.918408811E-1,-6.267477274E-1
1.464560651E1,2.602286041E-1,2.657263875E-1,-5.879577994E-1
1.464775625E1,2.542726696E-1,2.432770878E-1,-5.490151644E-1
1.464990592E1,2.483167201E-1,2.171625942E-1,-5.090034604E-1
1.465205673E1,2.437352389E-1,1.921171248E-1,-4.677700698E-1
1.465420753E1,2.328923792E-1,1.684460938E-1,-4.276056588E-1
1.465635793E1,2.269364446E-1,1.435533315E-1,-3.863722682E-1
1.465850860E1,2.173153162E-1,1.198823079E-1,-3.439171314E-1
1.466065926E1,2.089159191E-1,9.728029370E-2,-3.037527502E-1
1.466281038E1,1.992947906E-1,7.605272532E-2,-2.612976134E-1
1.466495996E1,1.896736622E-1,5.360342562E-2,-2.186897546E-1
1.466711038E1,1.789835095E-1,3.222314268E-2,-1.774563491E-1
1.466926034E1,1.644754708E-1,1.343903504E-2,-1.348485053E-1
1.467141195E1,1.536326110E-1,-1.679879380E-3,-9.346238524E-2
1.467356498E1,1.403462887E-1,-1.802052557E-2,-5.207626149E-2
1.467571248E1,1.270599663E-1,-3.329215571E-2,-1.053742506E-2
1.467786314E1,1.088867337E-1,-4.963280261E-2,3.084869497E-2
1.468001343E1,9.193521738E-2,-6.230825558E-2,7.223481685E-2
1.468216311E1,7.864890248E-2,-7.620543987E-2,1.148426682E-1
1.468430659E1,5.803219974E-2,-9.025534242E-2,1.563815027E-1
1.468644740E1,4.108068720E-2,-1.041525230E-1,1.977676302E-1
1.468861488E1,2.412917651E-2,-1.156062484E-1,2.391537428E-1
1.469076630E1,4.734205548E-3,-1.295034289E-1,2.794708610E-1
1.469292065E1,-1.588249579E-2,-1.398881376E-1,3.197879493E-1
1.469506774E1,-3.665191308E-2,-1.525636017E-1,3.587306142E-1
1.469721787E1,-5.726861581E-2,-1.627955884E-1,3.978259861E-1
1.469936742E1,-7.788532227E-2,-1.730275750E-1,4.343251884E-1
1.470151762E1,-9.972374886E-2,-1.808161139E-1,4.721988440E-1
1.470366805E1,-1.203404516E-1,-1.910481006E-1,5.076290369E-1
1.470581878E1,-1.411098689E-1,-1.974621862E-1,5.406157374E-1
1.470796931E1,-1.617265791E-1,-2.064724565E-1,5.736024380E-1
1.471011981E1,-1.823432744E-1,-2.167044431E-1,6.039929986E-1
1.471227056E1,-2.031126916E-1,-2.243402600E-1,6.333145499E-1
1.471442181E1,-2.249511331E-1,-2.356412709E-1,6.601926088E-1
1.471657086E1,-2.467895597E-1,-2.483167201E-1,6.870706677E-1
1.471871988E1,-2.687807083E-1,-2.596177161E-1,7.125743032E-1
1.472086892E1,-2.881756723E-1,-2.758056521E-1,7.380779386E-1
1.472300981E1,-3.100140989E-1,-2.921462953E-1,7.612907887E-1
1.472517365E1,-3.332269788E-1,-3.107776940E-1,7.855727077E-1
1.472732390E1,-3.538436890E-1,-3.281873465E-1,8.098546267E-1
1.472947797E1,-3.781255782E-1,-3.506366611E-1,8.365799785E-1
1.473162531E1,-4.011857510E-1,-3.694207668E-1,8.620835543E-1
1.473377104E1,-4.268420935E-1,-3.892738819E-1,8.875871897E-1
1.473591366E1,-4.523457289E-1,-4.092797041E-1,9.143125415E-1
1.473807574E1,-4.802927971E-1,-4.292855561E-1,9.447031021E-1
1.474022669E1,-5.070181489E-1,-4.454734921E-1,9.740246534E-1
1.474237997E1,-5.361869931E-1,-4.581489265E-1,1.004567862E0
1.474452761E1,-5.667302608E-1,-4.744895697E-1,1.036180139E0
1.474667816E1,-5.946773291E-1,-4.871650338E-1,1.071610332E0
1.474882945E1,-6.275113225E-1,-4.973970354E-1,1.108262300E0
1.475097555E1,-6.603453159E-1,-5.077817440E-1,1.146135926E0
1.475311625E1,-6.931793094E-1,-5.143485069E-1,1.185231328E0
1.475527957E1,-7.286095023E-1,-5.209153295E-1,1.225548387E0
1.475743026E1,-7.638869882E-1,-5.264131427E-1,1.269683361E0
1.475958416E1,-8.003861904E-1,-5.280929804E-1,1.313665748E0
1.476172844E1,-8.381071091E-1,-5.299255848E-1,1.360244155E0
1.476387007E1,-8.746063113E-1,-5.329799056E-1,1.410487890E0
1.476603332E1,-9.135489464E-1,-5.335907936E-1,1.460731506E0
1.476818270E1,-9.537133574E-1,-5.305364728E-1,1.510975242E0
1.477033606E1,-9.928087592E-1,-5.274821520E-1,1.564884067E0
1.477248341E1,-1.035416603E0,-5.256495476E-1,1.618792892E0
1.477463441E1,-1.075580955E0,-5.203045011E-1,1.675145268E0
1.477678498E1,-1.118188858E0,-5.135849714E-1,1.731650233E0
1.477893517E1,-1.159574986E0,-5.032002330E-1,1.785559058E0
1.478108577E1,-1.203404546E0,-4.940372705E-1,1.842064142E0
1.478323701E1,-1.246012330E0,-4.812090993E-1,1.898569226E0
1.478538653E1,-1.288772941E0,-4.685336351E-1,1.956295967E0
1.478753704E1,-1.328937292E0,-4.544837475E-1,2.010357618E0
1.478968730E1,-1.370323420E0,-4.428772926E-1,2.063197374E0
1.479183561E1,-1.411709547E0,-4.324925840E-1,2.117106199E0
1.479397642E1,-1.450804949E0,-4.243986309E-1,2.167502642E0
1.479612776E1,-1.488525867E0,-4.152356386E-1,2.218967915E0
1.479829007E1,-1.526246786E0,-4.121813178E-1,2.266768217E0
1.480044312E1,-1.561524272E0,-4.115704596E-1,2.313346624E0
1.480259319E1,-1.598176241E0,-4.095851481E-1,2.358703375E0
1.480474080E1,-1.631010175E0,-4.138612151E-1,2.400394917E0
1.480689108E1,-1.663844228E0,-4.192062616E-1,2.439490318E0
1.480904186E1,-1.694234729E0,-4.245513380E-1,2.476142168E0
1.481119231E1,-1.724778056E0,-4.323398769E-1,2.509281635E0
1.481334294E1,-1.753946781E0,-4.399756789E-1,2.538603306E0
1.481549352E1,-1.780672193E0,-4.477642179E-1,2.564259529E0
1.481764476E1,-1.807550311E0,-4.541783035E-1,2.585028887E0
1.481979416E1,-1.834428310E0,-4.630358517E-1,2.602133274E0
1.482194459E1,-1.857488513E0,-4.680754840E-1,2.614350557E0
1.482409482E1,-1.883144855E0,-4.731151462E-1,2.621680975E0
1.482624546E1,-1.905135989E0,-4.757113159E-1,2.626720667E0
1.482839616E1,-1.928348899E0,-4.744895697E-1,2.626720667E0
1.483054697E1,-1.949118257E0,-4.720461071E-1,2.623208046E0
1.483269824E1,-1.965153456E0,-4.696026444E-1,2.616030455E0
1.483484842E1,-1.985922933E0,-4.598288238E-1,2.606409311E0
1.483699797E1,-2.001805305E0,-4.511239827E-1,2.594344616E0
1.483914821E1,-2.016618967E0,-4.399756789E-1,2.577393293E0
1.484129922E1,-2.031432390E0,-4.239404798E-1,2.558151007E0
1.484345098E1,-2.043649673E0,-4.077525437E-1,2.536312580E0
1.484559999E1,-2.053576231E0,-3.856086731E-1,2.513405085E0
1.484774736E1,-2.061059237E0,-3.645338416E-1,2.485610723E0
1.484988773E1,-2.067320824E0,-3.384193480E-1,2.456594467E0
1.485205242E1,-2.071138620E0,-3.136793077E-1,2.427578449E0
1.485420228E1,-2.072513103E0,-2.863430977E-1,2.394897223E0
1.485635572E1,-2.067778826E0,-2.579378486E-1,2.362215996E0
1.485850257E1,-2.063044548E0,-2.269364446E-1,2.327243805E0
1.486065010E1,-2.055866957E0,-1.996002197E-1,2.293340921E0
1.486279055E1,-2.042580605E0,-1.698205322E-1,2.256994247E0
1.486495426E1,-2.029447079E0,-1.398881376E-1,2.221716881E0
1.486710489E1,-2.016160727E0,-1.101084575E-1,2.186592102E0
1.486925951E1,-1.994322300E0,-8.032877743E-2,2.151467323E0
1.487140634E1,-1.971262097E0,-5.054909736E-2,2.116342545E0
1.487355742E1,-1.946980238E0,-2.443460934E-2,2.081065178E0
1.487570632E1,-1.917811394E0,4.276056774E-3,2.047162056E0
1.487785707E1,-1.886199117E0,3.283400834E-2,2.013106346E0
1.488000764E1,-1.852143407E0,6.032294407E-2,1.977828979E0
1.488215830E1,-1.814422488E0,9.010262042E-2,1.945147634E0
1.488430885E1,-1.775479794E0,1.200350225E-1,1.911091924E0
1.488645985E1,-1.729206800E0,1.473712474E-1,1.878257871E0
1.488860926E1,-1.681712031E0,1.773036420E-1,1.845423937E0
1.489075927E1,-1.631773829E0,2.072360367E-1,1.810146451E0
1.489291019E1,-1.574505210E0,2.345722616E-1,1.777312398E0
1.489506094E1,-1.517236590E0,2.583959997E-1,1.743103981E0
1.489721160E1,-1.456302762E0,2.846632004E-1,1.707826495E0
1.489936228E1,-1.391703725E0,3.060434759E-1,1.672396302E0
1.490151372E1,-1.323439598E0,3.262020350E-1,1.634369969E0
1.490366392E1,-1.252731919E0,3.428481221E-1,1.596496344E0
1.490581329E1,-1.178206325E0,3.581197560E-1,1.556026459E0
1.490796349E1,-1.102611780E0,3.697261810E-1,1.514334917E0
1.491011399E1,-1.024573684E0,3.802636266E-1,1.475086808E0
1.491226470E1,-9.453139901E-1,3.857614100E-1,1.430951834E0
1.491441526E1,-8.634580374E-1,3.889684379E-1,1.386664152E0
1.491656583E1,-7.780895829E-1,3.895792961E-1,1.342376351E0
1.491871319E1,-6.927211881E-1,3.853032589E-1,1.298088670E0
1.492085186E1,-6.072000265E-1,3.799581826E-1,1.253648162E0
1.492300442E1,-5.193881989E-1,3.683517575E-1,1.210429430E0
1.492516785E1,-4.314235747E-1,3.543018401E-1,1.167210817E0
1.492732098E1,-3.434589803E-1,3.341432810E-1,1.123839378E0
1.492947177E1,-2.544253767E-1,3.127630055E-1,1.086729288E0
1.493161933E1,-1.676825136E-1,2.864958048E-1,1.048244715E0
1.493376496E1,-8.338310570E-2,2.564106882E-1,1.010829210E0
1.493590094E1,3.359758761E-3,2.238821089E-1,9.796751142E-1
1.493807136E1,8.292495459E-2,1.889100820E-1,9.483683109E-1
1.494022085E1,1.623374373E-1,1.527163088E-1,9.196576476E-1
1.494237612E1,2.380847335E-1,1.151480973E-1,8.932377100E-1
1.494452175E1,3.089450896E-1,7.391469181E-2,8.680394888E-1
1.494666962E1,3.787364662E-1,3.390302137E-2,8.465065360E-1
1.494881195E1,4.434881806E-1,-4.886921961E-3,8.275696635E-1
1.495097357E1,5.010622144E-1,-4.627304152E-2,8.084801435E-1
1.495312432E1,5.584835410E-1,-8.628471941E-2,7.932085395E-1
1.495527806E1,6.099489331E-1,-1.191187203E-1,7.791585922E-1
1.495742507E1,6.575964093E-1,-1.531744599E-1,7.689266205E-1
1.495957540E1,7.015787363E-1,-1.849394590E-1,7.597636580E-1
1.496172551E1,7.408268452E-1,-2.116648108E-1,7.519751191E-1
1.496387608E1,7.787004709E-1,-2.322815061E-1,7.480044961E-1
1.496602662E1,8.130616546E-1,-2.542726696E-1,7.463245988E-1
1.496817743E1,8.411614299E-1,-2.725986242E-1,7.460191846E-1
1.497032567E1,8.692612648E-1,-2.909245789E-1,7.506006956E-1
1.497246607E1,8.950703144E-1,-3.080287874E-1,7.551821470E-1
1.497462860E1,9.133962393E-1,-3.251330256E-1,7.609853745E-1
1.497677900E1,9.269880056E-1,-3.387247920E-1,7.706065178E-1
1.497893250E1,9.416487813E-1,-3.523165286E-1,7.814493775E-1
1.498108003E1,9.538660645E-1,-3.620903790E-1,7.935139537E-1
1.498323056E1,9.564622641E-1,-3.732386529E-1,8.068002462E-1
1.498538118E1,9.613491893E-1,-3.831652105E-1,8.200865984E-1
1.498752855E1,9.627236128E-1,-3.918700516E-1,8.345946670E-1
1.498967012E1,9.553932548E-1,-3.970624208E-1,8.516988754E-1
1.499183252E1,9.506590366E-1,-4.033237696E-1,8.700248003E-1
1.499398281E1,9.433286786E-1,-4.072943926E-1,8.881980777E-1
1.499613626E1,9.298896194E-1,-4.111123085E-1,9.053022861E-1
1.499828376E1,9.153815508E-1,-4.100432992E-1,9.237809777E-1
1.500043443E1,8.994990587E-1,-4.103487432E-1,9.421069026E-1
1.500258497E1,8.775079250E-1,-4.092797041E-1,9.569203854E-1
1.500473630E1,8.530732989E-1,-4.046982229E-1,9.741773605E-1
1.500689018E1,8.287914395E-1,-3.999640048E-1,9.889908433E-1
1.500903654E1,8.019133210E-1,-3.952298164E-1,1.003804326E0
1.501118133E1,7.713701129E-1,-3.869831264E-1,1.017396092E0
1.501331454E1,7.383833528E-1,-3.773620129E-1,1.028544307E0
1.501548751E1,7.041749358E-1,-3.701843321E-1,1.039845347E0
1.501763822E1,6.675229669E-1,-3.593414724E-1,1.049924612E0
1.501979426E1,6.284276247E-1,-3.472768962E-1,1.056185961E0
1.502193941E1,5.855143666E-1,-3.352122903E-1,1.063821793E0
1.502409066E1,5.427537560E-1,-3.231477141E-1,1.066570759E0
1.502624032E1,4.987714589E-1,-3.098613918E-1,1.069319606E0
1.502839060E1,4.511239827E-1,-2.988658249E-1,1.068403363E0
1.503054082E1,4.045455158E-1,-2.843577862E-1,1.067639709E0
1.503269149E1,3.520110846E-1,-2.722931802E-1,1.065501690E0
1.503484225E1,3.017674387E-1,-2.588541508E-1,1.058476806E0
1.503699273E1,2.504547536E-1,-2.429716438E-1,1.049161077E0
1.503914420E1,1.953241676E-1,-2.295326144E-1,1.038470864E0
1.504129117E1,1.391245574E-1,-2.148718536E-1,1.026711702E0
1.504343161E1,8.277224004E-2,-1.977676302E-1,1.012356400E0
1.504559432E1,2.519819140E-2,-1.794416606E-1,9.944885969E-1
1.504774466E1,-3.359758854E-2,-1.597412676E-1,9.790642858E-1
1.504989844E1,-9.224065393E-2,-1.389718503E-1,9.611964822E-1
1.505204584E1,-1.534798890E-1,-1.156062484E-1,9.398161769E-1
1.505419655E1,-2.134974003E-1,-9.117163718E-2,9.195048809E-1
1.505634711E1,-2.747366428E-1,-6.414084882E-2,8.993463516E-1
1.505849831E1,-3.335324228E-1,-3.711006418E-2,8.778133392E-1
1.506064774E1,-3.972151279E-1,-9.010262787E-3,8.564330935E-1
1.506279821E1,-4.572326243E-1,2.168571576E-2,8.350527883E-1
