"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.885594586E1,5.238169432E-2,-9.773843922E-3,-5.283984542E-2
2.885809192E1,3.405573592E-2,-2.214386500E-2,-4.062253982E-2
2.886024182E1,1.695151068E-2,-3.222314268E-2,-2.977968007E-2
2.886238947E1,-1.527163113E-4,-3.970624134E-2,-2.122756653E-2
2.886452228E1,-1.710422710E-2,-4.841107130E-2,-1.145372353E-2
2.886667283E1,-3.176499158E-2,-5.589416996E-2,-1.679879380E-3
2.886882360E1,-4.642575979E-2,-6.459899992E-2,7.941247895E-3
2.887098094E1,-5.742133409E-2,-7.208210230E-2,1.404990070E-2
2.887313085E1,-7.070764899E-2,-8.078692853E-2,2.138028294E-2
2.887527958E1,-7.925976813E-2,-8.811730891E-2,2.611448988E-2
2.887743017E1,-8.903361112E-2,-9.804387391E-2,3.344487399E-2
2.887958347E1,-9.758572280E-2,-1.043052375E-1,3.588833287E-2
2.888172944E1,-1.023199260E-1,-1.116356254E-1,4.184427112E-2
2.888387359E1,-1.059851199E-1,-1.215621829E-1,4.428773001E-2
2.888602083E1,-1.072068512E-1,-1.252273768E-1,4.657847434E-2
2.888818534E1,-1.108720452E-1,-1.264491081E-1,4.780020565E-2
2.889033813E1,-1.108720452E-1,-1.252273768E-1,4.902193695E-2
2.889248866E1,-1.096503139E-1,-1.264491081E-1,5.024366826E-2
2.889463617E1,-1.059851199E-1,-1.227839142E-1,5.039638281E-2
2.889678712E1,-1.023199260E-1,-1.178969890E-1,4.795292020E-2
2.889893684E1,-9.865473956E-2,-1.128573567E-1,4.795292020E-2
2.890108736E1,-8.888089657E-2,-1.116356254E-1,4.550946131E-2
2.890323770E1,-7.910704613E-2,-1.067487001E-1,4.306599870E-2
2.890538712E1,-6.948592514E-2,-1.065959856E-1,3.817907721E-2
2.890752969E1,-5.833763257E-2,-1.090394482E-1,3.558290005E-2
2.890968933E1,-4.489859566E-2,-1.125519201E-1,3.191770986E-2
2.891183965E1,-2.779436857E-2,-1.174388453E-1,2.932153270E-2
2.891399349E1,-1.313360315E-2,-1.247692257E-1,2.550362423E-2
2.891614058E1,3.970623948E-3,-1.319468915E-1,2.168571576E-2
2.891829112E1,1.985312067E-2,-1.368338168E-1,1.664607786E-2
2.892044156E1,3.451388702E-2,-1.427897513E-1,1.175915636E-2
2.892259267E1,5.161811411E-2,-1.452332139E-1,6.719517522E-3
2.892474055E1,6.750060618E-2,-1.487456858E-1,4.123340361E-3
2.892689303E1,8.216137439E-2,-1.511891484E-1,-1.985311974E-3
2.892904341E1,9.682214260E-2,-1.534798890E-1,-7.024950348E-3
2.893119564E1,1.102611795E-1,-1.582140923E-1,-1.191187184E-2
2.893334445E1,1.224784851E-1,-1.631010175E-1,-1.939497143E-2
2.893549498E1,1.334740520E-1,-1.653917581E-1,-2.443460934E-2
2.893764589E1,1.444696337E-1,-1.727221459E-1,-3.176499158E-2
2.893979832E1,1.542434692E-1,-1.786780804E-1,-3.802636266E-2
2.894194768E1,1.615738571E-1,-1.860084683E-1,-4.428773001E-2
2.894409362E1,1.689042449E-1,-1.945605874E-1,-4.932736978E-2
2.894623430E1,1.737911552E-1,-1.980730593E-1,-5.543602258E-2
2.894839900E1,1.786780804E-1,-2.041817009E-1,-6.032294407E-2
2.895054813E1,1.823432744E-1,-2.090686262E-1,-6.291911751E-2
2.895269868E1,1.811215430E-1,-2.115120888E-1,-6.658431143E-2
2.895483610E1,1.798998117E-1,-2.163990140E-1,-7.024950534E-2
2.895700115E1,1.774563491E-1,-2.150245607E-1,-7.269296050E-2
2.895914897E1,1.750128865E-1,-2.150245607E-1,-7.391469181E-2
2.896129470E1,1.713477075E-1,-2.162462920E-1,-7.635815442E-2
2.896345176E1,1.650863290E-1,-2.101376504E-1,-7.880161703E-2
2.896560227E1,1.601994038E-1,-2.076941878E-1,-7.987063378E-2
2.896775440E1,1.553124934E-1,-2.028072625E-1,-8.109235764E-2
2.896990236E1,1.492038369E-1,-1.991420686E-1,-8.216137439E-2
2.897204963E1,1.443169117E-1,-1.942551434E-1,-8.338310570E-2
2.897419178E1,1.357648075E-1,-1.881465018E-1,-8.445212245E-2
2.897635517E1,1.284344196E-1,-1.783726513E-1,-8.429940045E-2
2.897850431E1,1.223257631E-1,-1.673770845E-1,-8.414668590E-2
2.898065792E1,1.160643995E-1,-1.563815027E-1,-8.399397135E-2
2.898280605E1,1.087340117E-1,-1.392772794E-1,-8.384125680E-2
2.898495601E1,1.026253626E-1,-1.244637966E-1,-8.368854225E-2
2.898710631E1,9.407325089E-2,-1.061378345E-1,-8.093964309E-2
2.898925661E1,8.903361112E-2,-8.903361112E-2,-7.834346592E-2
2.899140874E1,8.292495459E-2,-7.437284291E-2,-7.681630552E-2
2.899355997E1,7.681630552E-2,-5.360342562E-2,-7.299839705E-2
2.899570482E1,7.192938030E-2,-3.649919853E-2,-7.024950534E-2
2.899784533E1,6.566801667E-2,-2.061670274E-2,-6.520986557E-2
2.900000943E1,6.566801667E-2,-3.512475174E-3,-6.383541971E-2
2.900215958E1,6.200282276E-2,7.483099122E-3,-5.879577994E-2
2.900431355E1,5.833763257E-2,1.847867295E-2,-5.497787148E-2
2.900646077E1,5.711590126E-2,2.703078650E-2,-5.115996301E-2
2.900861331E1,5.589416996E-2,3.313944116E-2,-4.871650413E-2
2.901075952E1,5.467243865E-2,3.802636266E-2,-4.612032697E-2
2.901289903E1,5.222897977E-2,4.031710699E-2,-4.123340547E-2
2.901506203E1,5.100724846E-2,4.276056588E-2,-3.878994286E-2
2.901721354E1,4.978551716E-2,4.031710699E-2,-3.634648025E-2
2.901936226E1,5.100724846E-2,4.031710699E-2,-3.512475267E-2
2.902149730E1,4.978551716E-2,3.787364438E-2,-3.145955876E-2
2.902366089E1,4.856378585E-2,3.420845419E-2,-3.161227703E-2
2.902580290E1,4.612032697E-2,3.039054573E-2,-3.161227703E-2
2.902797047E1,4.489859566E-2,2.550362423E-2,-3.039054573E-2
2.903011584E1,4.367686436E-2,1.817324013E-2,-3.176499158E-2
2.903226972E1,4.367686436E-2,1.206458826E-2,-3.298672289E-2
2.903441755E1,4.138612002E-2,4.734205548E-3,-3.436116874E-2
2.903656698E1,4.016438872E-2,-5.039638374E-3,-3.558290005E-2
2.903871755E1,3.894266114E-2,-1.114829071E-2,-3.940080851E-2
2.904086790E1,3.527746722E-2,-1.970040426E-2,-4.062253982E-2
2.904301976E1,3.527746722E-2,-2.336559631E-2,-4.550946131E-2
2.904517006E1,3.649919853E-2,-2.703078650E-2,-4.932736978E-2
2.904731956E1,3.405573592E-2,-3.191770986E-2,-5.543602258E-2
2.904946993E1,3.772092983E-2,-3.665191308E-2,-6.154467165E-2
2.905162120E1,3.772092983E-2,-3.665191308E-2,-6.765332818E-2
2.905377085E1,3.756821156E-2,-3.649919853E-2,-7.376197726E-2
2.905592131E1,4.001167417E-2,-3.772092983E-2,-8.002334833E-2
2.905807004E1,4.123340547E-2,-3.756821156E-2,-8.857546002E-2
2.906021355E1,4.489859566E-2,-3.634648025E-2,-9.468411654E-2
2.906236163E1,4.856378585E-2,-3.497203439E-2,-1.032362282E-1
2.906452356E1,5.345070735E-2,-3.252857551E-2,-1.104138941E-1
2.906667536E1,5.589416996E-2,-2.871066704E-2,-1.177442744E-1
2.906882794E1,5.940664560E-2,-2.626720630E-2,-1.250746548E-1
2.907097444E1,6.551529467E-2,-2.000583708E-2,-1.324050426E-1
2.907312511E1,6.795875728E-2,-1.618792862E-2,-1.372919679E-1
2.907527589E1,7.162395120E-2,-1.007927675E-2,-1.444696337E-1
2.907742605E1,7.406741381E-2,-7.483099122E-3,-1.481348276E-1
2.907956462E1,8.017606288E-2,-2.596177394E-3,-1.530217379E-1
2.908171398E1,8.368854225E-2,3.512475174E-3,-1.553124934E-1
2.908387734E1,8.735372871E-2,6.108652335E-3,-1.577559561E-1
2.908603113E1,8.979719132E-2,4.886921961E-3,-1.603521258E-1
2.908818166E1,9.224065393E-2,3.665191587E-3,-1.627955884E-1
2.909032884E1,9.224065393E-2,1.221730490E-3,-1.627955884E-1
2.909247926E1,9.468411654E-2,-2.443460980E-3,-1.603521258E-1
2.909463118E1,9.468411654E-2,-8.552113548E-3,-1.605048478E-1
2.909678137E1,9.239336848E-2,-1.359175146E-2,-1.580613852E-1
2.909893076E1,9.239336848E-2,-1.970040426E-2,-1.556179225E-1
2.910108118E1,8.994990587E-2,-2.947424725E-2,-1.521054506E-1
2.910323250E1,8.506298810E-2,-3.817907721E-2,-1.485929638E-1
2.910538564E1,8.384125680E-2,-4.550946131E-2,-1.424843222E-1
2.910754689E1,7.910704613E-2,-5.543602258E-2,-1.377501190E-1
2.910968676E1,7.422012836E-2,-6.414084882E-2,-1.316414624E-1
2.911185243E1,6.566801667E-2,-7.391469181E-2,-1.256855279E-1
2.911399912E1,6.078109145E-2,-8.261952549E-2,-1.183551401E-1
2.911615202E1,5.360342562E-2,-9.010262042E-2,-1.123992056E-1
2.911829879E1,4.505131021E-2,-9.880745411E-2,-1.050688252E-1
2.912044997E1,3.894266114E-2,-1.061378345E-1,-9.789115191E-2
2.912259940E1,3.039054573E-2,-1.087340117E-1,-9.178250283E-2
2.912474600E1,2.321287990E-2,-1.149953827E-1,-8.323039114E-2
2.912688008E1,1.466076635E-2,-1.200350225E-1,-7.467827946E-2
2.912903620E1,6.108652335E-3,-1.212567538E-1,-6.734789163E-2
2.913120313E1,-3.665191587E-3,-1.226311997E-1,-6.001751125E-2
2.913335628E1,-1.099557430E-2,-1.240056455E-1,-5.268712714E-2
2.913550662E1,-1.832595654E-2,-1.252273768E-1,-4.657847434E-2
2.913765389E1,-2.687807009E-2,-1.241583601E-1,-3.909537569E-2
2.913980369E1,-3.298672289E-2,-1.204931661E-1,-3.176499158E-2
2.914195413E1,-4.153883830E-2,-1.145372316E-1,-2.672535367E-2
2.914410464E1,-4.520402849E-2,-1.084285825E-1,-2.306016348E-2
2.914625341E1,-5.131268129E-2,-1.010981947E-1,-2.046398632E-2
2.914838991E1,-5.497787148E-2,-8.888089657E-2,-1.542434748E-2
2.915055205E1,-5.742133409E-2,-7.666359097E-2,-1.404990070E-2
2.915268974E1,-5.864306539E-2,-6.566801667E-2,-1.267545391E-2
2.915486211E1,-6.108652428E-2,-4.978551716E-2,-1.374446787E-2
2.915700718E1,-6.123924255E-2,-3.375030309E-2,-1.481348183E-2
2.915915854E1,-5.879577994E-2,-1.786780916E-2,-1.710422710E-2
2.916129212E1,-5.879577994E-2,-1.832595794E-3,-2.061670274E-2
2.916344617E1,-5.772676691E-2,1.420261711E-2,-2.519819140E-2
2.916560587E1,-5.283984542E-2,3.008511290E-2,-3.115412779E-2
2.916774617E1,-4.795292020E-2,4.489859566E-2,-3.833179548E-2
2.916991369E1,-4.566217586E-2,5.971207842E-2,-4.550946131E-2
2.917206161E1,-3.711006418E-2,7.574728876E-2,-5.268712714E-2
2.917421527E1,-3.115412779E-2,9.178250283E-2,-6.352998316E-2
2.917636169E1,-2.504547499E-2,1.029307917E-1,-7.070764899E-2
2.917851184E1,-1.649336144E-2,1.153008118E-1,-8.170322329E-2
2.918066370E1,-9.315694682E-3,1.288925707E-1,-9.254608303E-2
2.918281426E1,-1.985311974E-3,1.388191283E-1,-1.021672115E-1
2.918496365E1,5.345070735E-3,1.499674171E-1,-1.131627858E-1
2.918711391E1,1.374446787E-2,1.598939747E-1,-1.227839142E-1
2.918926546E1,2.107485011E-2,1.698205322E-1,-1.325577646E-1
2.919141446E1,3.207042441E-2,1.773036420E-1,-1.458440721E-1
2.919356468E1,4.169155285E-2,1.811215430E-1,-1.543961912E-1
2.919571224E1,5.024366826E-2,1.861611903E-1,-1.653917581E-1
2.919785088E1,6.123924255E-2,1.899790913E-1,-1.763873398E-1
2.920000273E1,7.345654815E-2,1.876883507E-1,-1.873829067E-1
2.920216712E1,8.078692853E-2,1.890627891E-1,-1.973094791E-1
2.920432081E1,9.285151958E-2,1.867720485E-1,-2.070833147E-1
2.920646843E1,1.038470939E-1,1.843285859E-1,-2.156354338E-1
2.920859674E1,1.160643995E-1,1.832595766E-1,-2.255619913E-1
2.921074795E1,1.270599663E-1,1.834122837E-1,-2.341141105E-1
2.921289247E1,1.356120855E-1,1.786780804E-1,-2.415972054E-1
2.921507747E1,1.453859210E-1,1.750128865E-1,-2.489275932E-1
2.921722537E1,1.551597714E-1,1.715004146E-1,-2.551889420E-1
2.921937398E1,1.637118906E-1,1.666134894E-1,-2.612976134E-1
2.922150672E1,1.722639948E-1,1.629483104E-1,-2.638937831E-1
2.922368120E1,1.808161139E-1,1.569923609E-1,-2.651155293E-1
2.922582231E1,1.869247705E-1,1.533271819E-1,-2.689334154E-1
2.922797714E1,1.942551434E-1,1.496619880E-1,-2.689334154E-1
2.923012118E1,1.979203373E-1,1.411098689E-1,-2.690861523E-1
2.923227517E1,2.028072625E-1,1.337794960E-1,-2.680171132E-1
2.923442566E1,2.078468949E-1,1.250746548E-1,-2.643519342E-1
2.923657482E1,2.102903575E-1,1.165225431E-1,-2.608394623E-1
2.923872073E1,2.115120888E-1,1.090394482E-1,-2.548835278E-1
2.924085606E1,2.090686262E-1,1.004873365E-1,-2.487748712E-1
2.924301083E1,2.092213482E-1,9.056077152E-2,-2.391537428E-1
2.924517393E1,2.043344229E-1,8.185594529E-2,-2.295326144E-1
2.924733112E1,2.018909603E-1,7.681630552E-2,-2.209804952E-1
2.924948281E1,1.947132945E-1,6.948592514E-2,-2.112066597E-1
2.925163008E1,1.873829067E-1,6.688974798E-2,-1.989893466E-1
2.925377874E1,1.800525337E-1,6.047565863E-2,-1.857030392E-1
2.925592888E1,1.702786833E-1,5.787948146E-2,-1.722639948E-1
2.925807170E1,1.594358236E-1,5.406157300E-2,-1.576032341E-1
2.926019499E1,1.484402567E-1,5.390885845E-2,-1.452332139E-1
2.926238213E1,1.374446750E-1,5.009094998E-2,-1.305724531E-1
2.926453666E1,1.252273768E-1,4.993823543E-2,-1.159116775E-1
2.926669155E1,1.131627858E-1,4.856378585E-2,-1.012509167E-1
2.926883292E1,1.009454802E-1,5.070181563E-2,-8.536841720E-2
2.927098095E1,8.506298810E-2,4.810563847E-2,-7.055493444E-2
2.927313284E1,7.162395120E-2,5.161811411E-2,-5.589416996E-2
2.927528555E1,5.833763257E-2,5.146539584E-2,-3.985895589E-2
2.927743597E1,4.856378585E-2,5.238169432E-2,-2.519819140E-2
2.927956734E1,3.512475267E-2,5.222897977E-2,-1.053742506E-2
2.928173082E1,2.428189293E-2,5.207626149E-2,4.123340361E-3
2.928387033E1,1.328631863E-2,5.314527452E-2,1.893682219E-2
2.928604134E1,1.069014193E-3,5.299255997E-2,3.237585723E-2
2.928818629E1,-9.926560335E-3,5.161811411E-2,4.459316283E-2
2.929034012E1,-1.832595654E-2,5.024366826E-2,5.925392732E-2
2.929248797E1,-2.565634064E-2,4.886921868E-2,7.024950534E-2
2.929463765E1,-3.543018550E-2,4.749477282E-2,8.246681094E-2
2.929678766E1,-4.520402849E-2,4.856378585E-2,9.117163718E-2
2.929893823E1,-5.009094998E-2,5.207626149E-2,1.021672115E-1
2.930109032E1,-5.619960278E-2,5.085453019E-2,1.107193232E-1
2.930324100E1,-6.230825558E-2,5.558873713E-2,1.194241568E-1
2.930539039E1,-6.826419383E-2,5.803219974E-2,1.255328059E-1
2.930754027E1,-7.315111160E-2,5.665775016E-2,1.328631938E-1
2.930969168E1,-7.681630552E-2,5.787948146E-2,1.401935667E-1
2.931183681E1,-8.170322329E-2,5.772676691E-2,1.438587606E-1
2.931397144E1,-8.414668590E-2,5.650503561E-2,1.475239545E-1
2.931612695E1,-8.536841720E-2,5.406157300E-2,1.499674171E-1
2.931829537E1,-8.659014851E-2,5.268712714E-2,1.536326110E-1
2.932044865E1,-8.903361112E-2,5.268712714E-2,1.536326110E-1
2.932259790E1,-8.781187981E-2,5.268712714E-2,1.548543423E-1
2.932474401E1,-8.903361112E-2,5.268712714E-2,1.560760736E-1
2.932689564E1,-8.781187981E-2,5.390885845E-2,1.560760736E-1
2.932904523E1,-8.659014851E-2,5.635231733E-2,1.560760736E-1
2.933119153E1,-8.536841720E-2,5.635231733E-2,1.548543423E-1
2.933332125E1,-8.414668590E-2,5.650503561E-2,1.536326110E-1
2.933546050E1,-8.170322329E-2,5.528330430E-2,1.536326110E-1
2.933763137E1,-7.925976813E-2,5.650503561E-2,1.511891484E-1
2.933980188E1,-7.559457421E-2,5.406157300E-2,1.511891484E-1
2.934195592E1,-7.070764899E-2,5.039638281E-2,1.510364264E-1
2.934410345E1,-6.704246253E-2,4.673119262E-2,1.498146951E-1
2.934624956E1,-6.093380973E-2,4.306599870E-2,1.498146951E-1
2.934840294E1,-5.604688451E-2,3.817907721E-2,1.459967941E-1
2.935054575E1,-5.238169432E-2,3.084869497E-2,1.446223408E-1
2.935268186E1,-4.749477282E-2,2.474004216E-2,1.434006095E-1
2.935483403E1,-4.123340547E-2,1.985312067E-2,1.420261711E-1
2.935700095E1,-3.390302137E-2,1.267545391E-2,1.383609772E-1
2.935915545E1,-2.901609987E-2,7.788531948E-3,1.357648075E-1
2.936130829E1,-2.168571576E-2,4.581489484E-4,1.331686229E-1
2.936345645E1,-1.679879427E-2,-5.650503561E-3,1.282816976E-1
2.936559939E1,-9.468411095E-3,-1.298088674E-2,1.256855279E-1
2.936773829E1,-2.138028387E-3,-2.138028294E-2,1.230893433E-1
2.936990478E1,2.748893574E-3,-2.871066704E-2,1.194241568E-1
2.937205156E1,7.635815535E-3,-3.481931984E-2,1.143845171E-1
2.937418766E1,1.618792862E-2,-4.337143153E-2,1.093448773E-1
2.937633500E1,2.351831272E-2,-5.054909736E-2,1.044579595E-1
2.937849006E1,2.840523422E-2,-6.154467165E-2,9.941831976E-2
2.938066075E1,3.940080851E-2,-6.520986557E-2,9.315694869E-2
2.938281112E1,4.428773001E-2,-6.872233748E-2,8.704829961E-2
2.938496166E1,5.039638281E-2,-7.238753140E-2,8.078692853E-2
2.938710933E1,5.650503561E-2,-7.712173462E-2,7.467827946E-2
2.938925940E1,6.383541971E-2,-7.590000331E-2,6.856962293E-2
2.939140959E1,6.872233748E-2,-7.330382615E-2,6.246097013E-2
2.939356108E1,7.483099401E-2,-7.208210230E-2,5.757404864E-2
2.939571073E1,7.834346592E-2,-6.704246253E-2,5.146539584E-2
2.939785984E1,8.323039114E-2,-6.215553731E-2,4.413501546E-2
2.940001003E1,8.689557761E-2,-5.222897977E-2,3.940080851E-2
2.940216100E1,9.056077152E-2,-4.596760869E-2,3.329215571E-2
2.940431329E1,9.422596544E-2,-3.497203439E-2,2.855795063E-2
2.940646319E1,9.651670605E-2,-2.504547499E-2,2.260201424E-2
2.940860720E1,1.001819000E-1,-1.404990070E-2,1.893682219E-2
2.941073667E1,1.014036313E-1,-4.123340361E-3,1.542434748E-2
2.941289351E1,1.038470939E-1,6.872233935E-3,1.435533352E-2
2.941504744E1,1.061378345E-1,1.924225502E-2,1.084285788E-2
2.941721992E1,1.061378345E-1,3.145955876E-2,8.552113548E-3
2.941936911E1,1.036943719E-1,4.123340547E-2,7.483099122E-3
2.942152209E1,1.036943719E-1,5.100724846E-2,7.483099122E-3
2.942366302E1,1.012509167E-1,6.093380973E-2,8.857546374E-3
2.942579998E1,9.621127695E-2,7.070764899E-2,9.010262787E-3
2.942796662E1,9.498954564E-2,7.925976813E-2,1.282817032E-2
2.943011770E1,8.888089657E-2,8.521570265E-2,1.404990070E-2
2.943227173E1,8.155050874E-2,9.132435173E-2,1.908953860E-2
2.943441837E1,7.299839705E-2,9.743300825E-2,2.397646010E-2
2.943656866E1,6.444628537E-2,9.850201756E-2,3.023782931E-2
2.943872065E1,5.711590126E-2,9.850201756E-2,3.634648025E-2
2.944087133E1,4.749477282E-2,9.590584040E-2,4.245513305E-2
2.944302218E1,3.649919853E-2,9.330966324E-2,5.100724846E-2
2.944517302E1,2.550362423E-2,8.460483700E-2,6.078109145E-2
2.944729593E1,1.328631863E-2,7.834346592E-2,6.673702598E-2
2.944944712E1,1.221730490E-3,7.101308554E-2,7.528914511E-2
2.945159790E1,-8.552113548E-3,6.108652428E-2,8.384125680E-2
2.945376062E1,-1.954768784E-2,5.360342562E-2,9.224065393E-2
2.945591317E1,-3.176499158E-2,4.245513305E-2,9.957103431E-2
2.945806416E1,-4.382958263E-2,3.252857551E-2,1.079704314E-1
2.946021359E1,-5.238169432E-2,2.015855350E-2,1.165225431E-1
2.946237312E1,-6.093380973E-2,1.145372353E-2,1.237002090E-1
2.946451193E1,-6.933320314E-2,-9.162978968E-4,1.308778822E-1
2.946666143E1,-7.666359097E-2,-1.084285788E-2,1.382082552E-1
2.946880884E1,-8.155050874E-2,-2.183843218E-2,1.441642046E-1
2.947096230E1,-8.643743396E-2,-3.298672289E-2,1.525636017E-1
2.947311432E1,-8.872817457E-2,-4.169155285E-2,1.574505121E-1
2.947526466E1,-9.239336848E-2,-5.039638281E-2,1.646281779E-1
2.947741401E1,-9.361509979E-2,-5.894849449E-2,1.695151031E-1
2.947956426E1,-9.239336848E-2,-6.627888232E-2,1.730275750E-1
2.948171552E1,-8.979719132E-2,-7.009678334E-2,1.779145002E-1
2.948386522E1,-8.735372871E-2,-7.131851465E-2,1.803579628E-1
2.948601575E1,-8.491026610E-2,-7.498370856E-2,1.826487035E-1
2.948816635E1,-8.002334833E-2,-7.376197726E-2,1.838704348E-1
2.949031901E1,-7.513642311E-2,-7.254024595E-2,1.826487035E-1
2.949246611E1,-7.147123665E-2,-7.254024595E-2,1.814269722E-1
2.949460801E1,-6.414084882E-2,-6.750060618E-2,1.802052408E-1
2.949676778E1,-5.681046844E-2,-6.383541971E-2,1.777617931E-1
2.949891941E1,-5.085453019E-2,-5.879577994E-2,1.730275750E-1
2.950107183E1,-4.352414981E-2,-5.146539584E-2,1.693623960E-1
2.950321957E1,-3.619376570E-2,-4.642575979E-2,1.620320082E-1
2.950536694E1,-3.008511290E-2,-3.772092983E-2,1.560760736E-1
2.950750875E1,-2.153299935E-2,-3.039054573E-2,1.475239545E-1
2.950967194E1,-1.191187184E-2,-2.046398632E-2,1.403462887E-1
2.951182104E1,-4.581489135E-3,-1.175915636E-2,1.317941695E-1
2.951397374E1,1.527163084E-3,6.108652451E-4,1.209513173E-1
2.951612311E1,9.926560335E-3,1.175915636E-2,1.111774743E-1
2.951827270E1,1.481348183E-2,2.290744707E-2,1.027780771E-1
2.952042356E1,2.214386500E-2,3.405573592E-2,9.315694869E-2
2.952257375E1,2.932153270E-2,4.642575979E-2,8.353582025E-2
2.952472571E1,3.543018550E-2,5.757404864E-2,7.376197726E-2
2.952687572E1,4.016438872E-2,6.872233748E-2,6.536258012E-2
2.952902518E1,4.505131021E-2,7.498370856E-2,5.803219974E-2
2.953117245E1,4.871650413E-2,8.231408894E-2,5.085453019E-2
2.953331109E1,5.238169432E-2,8.857546002E-2,4.474587739E-2
2.953546128E1,5.482515693E-2,9.101892263E-2,4.108068720E-2
2.953761223E1,5.726861581E-2,9.224065393E-2,3.741549700E-2
2.953976595E1,5.955936015E-2,9.605856240E-2,3.390302137E-2
2.954191701E1,6.078109145E-2,9.483683109E-2,3.145955876E-2
2.954406632E1,6.200282276E-2,9.361509979E-2,3.008511290E-2
2.954621641E1,6.459899992E-2,9.239336848E-2,3.130684420E-2
2.954836720E1,6.459899992E-2,8.994990587E-2,3.252857551E-2
2.955051775E1,6.582073122E-2,8.872817457E-2,3.252857551E-2
2.955266730E1,6.215553731E-2,8.491026610E-2,3.619376570E-2
2.955481792E1,6.459899992E-2,8.246681094E-2,3.863722831E-2
2.955696898E1,6.459899992E-2,7.635815442E-2,4.214970022E-2
2.955912151E1,6.459899992E-2,7.147123665E-2,4.581489414E-2
2.956127048E1,6.337726861E-2,6.643159688E-2,4.932736978E-2
2.956342045E1,6.215553731E-2,6.154467165E-2,5.177082866E-2
2.956557097E1,6.230825558E-2,5.421429127E-2,5.650503561E-2
2.956772240E1,5.986479297E-2,4.550946131E-2,6.017022580E-2
2.956987205E1,5.742133409E-2,3.940080851E-2,6.490442902E-2
2.957202207E1,5.619960278E-2,3.436116874E-2,6.734789163E-2
2.957417252E1,5.619960278E-2,2.825251780E-2,6.979135424E-2
2.957632495E1,5.619960278E-2,2.092213556E-2,7.086037099E-2
2.957847479E1,5.635231733E-2,1.359175146E-2,7.330382615E-2
2.958062449E1,5.635231733E-2,7.330383174E-3,7.559457421E-2
2.958277417E1,5.757404864E-2,0.000000000E0,7.788532227E-2
2.958492568E1,5.757404864E-2,-4.886921961E-3,7.910704613E-2
2.958707537E1,5.757404864E-2,-9.773843922E-3,8.032877743E-2
2.958922575E1,5.757404864E-2,-1.343903504E-2,8.017606288E-2
2.959137587E1,6.001751125E-2,-1.710422710E-2,8.017606288E-2
2.959352886E1,6.246097013E-2,-1.954768784E-2,8.017606288E-2
2.959567864E1,6.368270516E-2,-2.214386500E-2,8.139779419E-2
2.959782791E1,6.490442902E-2,-2.443460934E-2,8.002334833E-2
2.959997855E1,6.490442902E-2,-2.443460934E-2,7.635815442E-2
2.960212915E1,6.612616032E-2,-2.443460934E-2,7.513642311E-2
2.960427947E1,6.612616032E-2,-2.199114859E-2,7.162395120E-2
2.960642905E1,6.734789163E-2,-2.076941915E-2,6.918048859E-2
2.960858034E1,6.979135424E-2,-1.572977938E-2,6.551529467E-2
2.961073173E1,6.979135424E-2,-1.572977938E-2,6.185010448E-2
2.961288191E1,6.979135424E-2,-9.621127509E-3,5.818491429E-2
2.961503174E1,6.841690838E-2,-3.359758761E-3,5.345070735E-2
2.961718171E1,7.086037099E-2,1.527163084E-3,5.100724846E-2
2.961933311E1,6.841690838E-2,8.857546374E-3,4.505131021E-2
2.962148268E1,6.841690838E-2,1.511891466E-2,4.260785133E-2
2.962363301E1,6.963863969E-2,2.489275858E-2,4.153883830E-2
2.962578370E1,6.597344577E-2,3.100141138E-2,3.924809024E-2
2.962793705E1,6.459899992E-2,3.726277873E-2,3.680463135E-2
2.963008586E1,6.215553731E-2,4.459316283E-2,3.573561832E-2
2.963223601E1,5.849034712E-2,5.314527452E-2,3.695734590E-2
2.963438565E1,5.604688451E-2,5.803219974E-2,3.588833287E-2
2.963653702E1,5.360342562E-2,6.169738993E-2,3.466660157E-2
2.963868620E1,5.360342562E-2,6.658431143E-2,3.726277873E-2
2.964083687E1,5.115996301E-2,7.269296050E-2,3.848451003E-2
2.964298709E1,4.627304152E-2,7.757988572E-2,3.863722831E-2
2.964513917E1,4.627304152E-2,8.002334833E-2,4.108068720E-2
2.964728975E1,4.260785133E-2,8.002334833E-2,4.230241850E-2
2.964943918E1,3.772092983E-2,8.231408894E-2,4.352414981E-2
2.965158964E1,3.772092983E-2,8.353582025E-2,4.718934000E-2
2.965374060E1,3.405573592E-2,8.720101416E-2,4.856378585E-2
2.965589066E1,3.283400834E-2,8.597928286E-2,5.345070735E-2
2.965804122E1,2.672535367E-2,8.597928286E-2,5.589416996E-2
2.966019139E1,2.672535367E-2,8.460483700E-2,5.833763257E-2
2.966234249E1,2.183843218E-2,8.338310570E-2,6.078109145E-2
2.966449418E1,1.939497143E-2,8.460483700E-2,6.444628537E-2
2.966664727E1,1.695151068E-2,8.078692853E-2,6.811147183E-2
2.966879333E1,1.450804994E-2,7.834346592E-2,6.918048859E-2
2.967094420E1,1.206458826E-2,7.712173462E-2,7.284568250E-2
2.967309262E1,9.773843922E-3,7.345654815E-2,7.773260027E-2
2.967524448E1,8.552113548E-3,6.841690838E-2,7.895433158E-2
2.967739340E1,6.108652335E-3,6.475171447E-2,8.139779419E-2
2.967954030E1,7.330383174E-3,6.230825558E-2,8.124507964E-2
2.968170048E1,8.552113548E-3,5.986479297E-2,8.368854225E-2
